,subset,element_number,FXY,ElementName,Value,Units
20,26,20,031021,Associated field significance,5,Code table
21,26,21,,Associated field,0,
22,26,22,013060,Total accumulated precipitation,10.4,kg m-2
23,26,23,204000,Operator,,
24,26,24,004023,Time period or displacement,0.0,d
25,26,25,004004,Hour,18.0,h
26,26,26,004005,Minute,0.0,min
27,26,27,004006,Second,1.0,s
28,26,28,204008,Operator,,
29,26,29,031021,Associated field significance,5,Code table
30,26,30,,Associated field,6,
31,26,31,013012,Depth of fresh snow (depth of snowfall),,m
32,26,32,204000,Operator,,
33,26,33,004023,Time period or displacement,0.0,d
34,26,34,004004,Hour,18.0,h
35,26,35,004005,Minute,0.0,min
36,26,36,004006,Second,0.0,s
37,26,37,204008,Operator,,
38,26,38,031021,Associated field significance,5,Code table
39,26,39,,Associated field,6,
40,26,40,013013,Total snow depth (snow depth),,m
41,26,41,204000,Operator,,
42,26,42,007032,Height of sensor above local ground (or deck of marine platform),2.0,m
43,26,43,004023,Time period or displacement,0.0,d
44,26,44,004004,Hour,18.0,h
45,26,45,004005,Minute,0.0,min
46,26,46,004006,Second,1.0,s
47,26,47,008023,First-order statistics,2.0,Code table
48,26,48,204008,Operator,,
49,26,49,031021,Associated field significance,5.0,Code table
50,26,50,,Associated field,0.0,
51,26,51,012101,Temperature/air temperature,302.95,K
52,26,52,204000,Operator,,
53,26,53,004023,Time period or displacement,0.0,d
54,26,54,004004,Hour,6.0,h
55,26,55,004005,Minute,0.0,min
56,26,56,004006,Second,1.0,s
57,26,57,008023,First-order statistics,3.0,Code table
58,26,58,204008,Operator,,
59,26,59,031021,Associated field significance,5.0,Code table
60,26,60,,Associated field,0.0,
61,26,61,012101,Temperature/air temperature,297.75,K
62,26,62,204000,Operator,,
63,26,63,004023,Time period or displacement,0.0,d
64,26,64,004004,Hour,10.0,h
65,26,65,004005,Minute,0.0,min
66,26,66,004006,Second,1.0,s
67,26,67,008023,First-order statistics,4.0,Code table
68,26,68,204008,Operator,,
69,26,69,031021,Associated field significance,5.0,Code table
70,26,70,,Associated field,0.0,
71,26,71,012101,Temperature/air temperature,300.45,K
72,26,72,204000,Operator,,
73,26,73,008023,First-order statistics,,Code table
0,27,0,001125,WIGOS identifier series,0.0,Numeric
1,27,1,001126,WIGOS issuer of identifier,20000.0,Numeric
2,27,2,001127,WIGOS issue number,0.0,Numeric
3,27,3,001128,WIGOS local identifier (character),91929,CCITT IA5
4,27,4,001001,WMO block number,91.0,Numeric
5,27,5,001002,WMO station number,592.0,Numeric
6,27,6,005001,Latitude (high accuracy),-16.44517,deg
7,27,7,006001,Longitude (high accuracy),-151.752,deg
8,27,8,007030,Height of station ground above mean sea level,3.0,m
9,27,9,008095,Siting and measurement quality classification for temperature,17,Code table
10,27,10,008096,Siting and measurement quality classification for precipitation,7,Code table
11,27,11,008094,Method used to calculate the average daily temperature,2,Code table
12,27,12,004001,Year,2021.0,a
13,27,13,004002,Month,10.0,mon
14,27,14,004003,Day,28.0,d
15,27,15,004023,Time period or displacement,0.0,d
16,27,16,004004,Hour,18.0,h
17,27,17,004005,Minute,0.0,min
18,27,18,004006,Second,1.0,s
19,27,19,204008,Operator,,
20,27,20,031021,Associated field significance,5,Code table
21,27,21,,Associated field,0,
22,27,22,013060,Total accumulated precipitation,21.0,kg m-2
23,27,23,204000,Operator,,
24,27,24,004023,Time period or displacement,0.0,d
25,27,25,004004,Hour,18.0,h
26,27,26,004005,Minute,0.0,min
27,27,27,004006,Second,1.0,s
28,27,28,204008,Operator,,
29,27,29,031021,Associated field significance,5,Code table
30,27,30,,Associated field,6,
31,27,31,013012,Depth of fresh snow (depth of snowfall),,m
32,27,32,204000,Operator,,
33,27,33,004023,Time period or displacement,0.0,d
34,27,34,004004,Hour,18.0,h
35,27,35,004005,Minute,0.0,min
36,27,36,004006,Second,0.0,s
37,27,37,204008,Operator,,
38,27,38,031021,Associated field significance,5,Code table
39,27,39,,Associated field,6,
40,27,40,013013,Total snow depth (snow depth),,m
41,27,41,204000,Operator,,
42,27,42,007032,Height of sensor above local ground (or deck of marine platform),2.0,m
43,27,43,004023,Time period or displacement,0.0,d
44,27,44,004004,Hour,18.0,h
45,27,45,004005,Minute,0.0,min
46,27,46,004006,Second,1.0,s
47,27,47,008023,First-order statistics,2.0,Code table
48,27,48,204008,Operator,,
49,27,49,031021,Associated field significance,5.0,Code table
50,27,50,,Associated field,0.0,
51,27,51,012101,Temperature/air temperature,300.45,K
52,27,52,204000,Operator,,
53,27,53,004023,Time period or displacement,0.0,d
54,27,54,004004,Hour,6.0,h
55,27,55,004005,Minute,0.0,min
56,27,56,004006,Second,1.0,s
57,27,57,008023,First-order statistics,3.0,Code table
58,27,58,204008,Operator,,
59,27,59,031021,Associated field significance,5.0,Code table
60,27,60,,Associated field,0.0,
61,27,61,012101,Temperature/air temperature,296.35,K
62,27,62,204000,Operator,,
63,27,63,004023,Time period or displacement,0.0,d
64,27,64,004004,Hour,10.0,h
65,27,65,004005,Minute,0.0,min
66,27,66,004006,Second,1.0,s
67,27,67,008023,First-order statistics,4.0,Code table
68,27,68,204008,Operator,,
69,27,69,031021,Associated field significance,5.0,Code table
70,27,70,,Associated field,0.0,
71,27,71,012101,Temperature/air temperature,297.75,K
72,27,72,204000,Operator,,
73,27,73,008023,First-order statistics,,Code table
0,28,0,001125,WIGOS identifier series,0.0,Numeric
1,28,1,001126,WIGOS issuer of identifier,20000.0,Numeric
2,28,2,001127,WIGOS issue number,0.0,Numeric
3,28,3,001128,WIGOS local identifier (character),91929,CCITT IA5
4,28,4,001001,WMO block number,91.0,Numeric
5,28,5,001002,WMO station number,592.0,Numeric
6,28,6,005001,Latitude (high accuracy),-16.44517,deg
7,28,7,006001,Longitude (high accuracy),-151.752,deg
8,28,8,007030,Height of station ground above mean sea level,3.0,m
9,28,9,008095,Siting and measurement quality classification for temperature,17,Code table
10,28,10,008096,Siting and measurement quality classification for precipitation,7,Code table
11,28,11,008094,Method used to calculate the average daily temperature,2,Code table
12,28,12,004001,Year,2021.0,a
13,28,13,004002,Month,10.0,mon
14,28,14,004003,Day,29.0,d
15,28,15,004023,Time period or displacement,0.0,d
16,28,16,004004,Hour,18.0,h
17,28,17,004005,Minute,0.0,min
18,28,18,004006,Second,1.0,s
19,28,19,204008,Operator,,
20,28,20,031021,Associated field significance,5,Code table
21,28,21,,Associated field,0,
22,28,22,013060,Total accumulated precipitation,0.2,kg m-2
23,28,23,204000,Operator,,
24,28,24,004023,Time period or displacement,0.0,d
25,28,25,004004,Hour,18.0,h
26,28,26,004005,Minute,0.0,min
27,28,27,004006,Second,1.0,s
28,28,28,204008,Operator,,
29,28,29,031021,Associated field significance,5,Code table
30,28,30,,Associated field,6,
31,28,31,013012,Depth of fresh snow (depth of snowfall),,m
32,28,32,204000,Operator,,
33,28,33,004023,Time period or displacement,0.0,d
34,28,34,004004,Hour,18.0,h
35,28,35,004005,Minute,0.0,min
36,28,36,004006,Second,0.0,s
37,28,37,204008,Operator,,
38,28,38,031021,Associated field significance,5,Code table
39,28,39,,Associated field,6,
40,28,40,013013,Total snow depth (snow depth),,m
41,28,41,204000,Operator,,
42,28,42,007032,Height of sensor above local ground (or deck of marine platform),2.0,m
43,28,43,004023,Time period or displacement,0.0,d
44,28,44,004004,Hour,18.0,h
45,28,45,004005,Minute,0.0,min
46,28,46,004006,Second,1.0,s
47,28,47,008023,First-order statistics,2.0,Code table
48,28,48,204008,Operator,,
49,28,49,031021,Associated field significance,5.0,Code table
50,28,50,,Associated field,0.0,
51,28,51,012101,Temperature/air temperature,302.15000000000003,K
52,28,52,204000,Operator,,
53,28,53,004023,Time period or displacement,0.0,d
54,28,54,004004,Hour,6.0,h
55,28,55,004005,Minute,0.0,min
56,28,56,004006,Second,1.0,s
57,28,57,008023,First-order statistics,3.0,Code table
58,28,58,204008,Operator,,
59,28,59,031021,Associated field significance,5.0,Code table
60,28,60,,Associated field,0.0,
61,28,61,012101,Temperature/air temperature,295.95,K
62,28,62,204000,Operator,,
63,28,63,004023,Time period or displacement,0.0,d
64,28,64,004004,Hour,10.0,h
65,28,65,004005,Minute,0.0,min
66,28,66,004006,Second,1.0,s
67,28,67,008023,First-order statistics,4.0,Code table
68,28,68,204008,Operator,,
69,28,69,031021,Associated field significance,5.0,Code table
70,28,70,,Associated field,0.0,
71,28,71,012101,Temperature/air temperature,299.25,K
72,28,72,204000,Operator,,
73,28,73,008023,First-order statistics,,Code table
0,29,0,001125,WIGOS identifier series,0.0,Numeric
1,29,1,001126,WIGOS issuer of identifier,20000.0,Numeric
2,29,2,001127,WIGOS issue number,0.0,Numeric
3,29,3,001128,WIGOS local identifier (character),91929,CCITT IA5
4,29,4,001001,WMO block number,91.0,Numeric
5,29,5,001002,WMO station number,592.0,Numeric
6,29,6,005001,Latitude (high accuracy),-16.44517,deg
7,29,7,006001,Longitude (high accuracy),-151.752,deg
8,29,8,007030,Height of station ground above mean sea level,3.0,m
9,29,9,008095,Siting and measurement quality classification for temperature,17,Code table
10,29,10,008096,Siting and measurement quality classification for precipitation,7,Code table
11,29,11,008094,Method used to calculate the average daily temperature,2,Code table
12,29,12,004001,Year,2021.0,a
13,29,13,004002,Month,10.0,mon
14,29,14,004003,Day,30.0,d
15,29,15,004023,Time period or displacement,0.0,d
16,29,16,004004,Hour,18.0,h
17,29,17,004005,Minute,0.0,min
18,29,18,004006,Second,1.0,s
19,29,19,204008,Operator,,
20,29,20,031021,Associated field significance,5,Code table
21,29,21,,Associated field,0,
22,29,22,013060,Total accumulated precipitation,0.2,kg m-2
23,29,23,204000,Operator,,
24,29,24,004023,Time period or displacement,0.0,d
25,29,25,004004,Hour,18.0,h
26,29,26,004005,Minute,0.0,min
27,29,27,004006,Second,1.0,s
28,29,28,204008,Operator,,
29,29,29,031021,Associated field significance,5,Code table
30,29,30,,Associated field,6,
31,29,31,013012,Depth of fresh snow (depth of snowfall),,m
32,29,32,204000,Operator,,
33,29,33,004023,Time period or displacement,0.0,d
34,29,34,004004,Hour,18.0,h
35,29,35,004005,Minute,0.0,min
36,29,36,004006,Second,0.0,s
37,29,37,204008,Operator,,
38,29,38,031021,Associated field significance,5,Code table
39,29,39,,Associated field,6,
40,29,40,013013,Total snow depth (snow depth),,m
41,29,41,204000,Operator,,
42,29,42,007032,Height of sensor above local ground (or deck of marine platform),2.0,m
43,29,43,004023,Time period or displacement,0.0,d
44,29,44,004004,Hour,18.0,h
45,29,45,004005,Minute,0.0,min
46,29,46,004006,Second,1.0,s
47,29,47,008023,First-order statistics,2.0,Code table
48,29,48,204008,Operator,,
49,29,49,031021,Associated field significance,5.0,Code table
50,29,50,,Associated field,0.0,
51,29,51,012101,Temperature/air temperature,302.85,K
52,29,52,204000,Operator,,
53,29,53,004023,Time period or displacement,0.0,d
54,29,54,004004,Hour,6.0,h
55,29,55,004005,Minute,0.0,min
56,29,56,004006,Second,1.0,s
57,29,57,008023,First-order statistics,3.0,Code table
58,29,58,204008,Operator,,
59,29,59,031021,Associated field significance,5.0,Code table
60,29,60,,Associated field,0.0,
61,29,61,012101,Temperature/air temperature,296.95,K
62,29,62,204000,Operator,,
63,29,63,004023,Time period or displacement,0.0,d
64,29,64,004004,Hour,10.0,h
65,29,65,004005,Minute,0.0,min
66,29,66,004006,Second,1.0,s
67,29,67,008023,First-order statistics,4.0,Code table
68,29,68,204008,Operator,,
69,29,69,031021,Associated field significance,5.0,Code table
70,29,70,,Associated field,0.0,
71,29,71,012101,Temperature/air temperature,299.45,K
72,29,72,204000,Operator,,
73,29,73,008023,First-order statistics,,Code table
0,30,0,001125,WIGOS identifier series,0.0,Numeric
1,30,1,001126,WIGOS issuer of identifier,20000.0,Numeric
2,30,2,001127,WIGOS issue number,0.0,Numeric
3,30,3,001128,WIGOS local identifier (character),91929,CCITT IA5
4,30,4,001001,WMO block number,91.0,Numeric
5,30,5,001002,WMO station number,592.0,Numeric
6,30,6,005001,Latitude (high accuracy),-16.44517,deg
7,30,7,006001,Longitude (high accuracy),-151.752,deg
8,30,8,007030,Height of station ground above mean sea level,3.0,m
9,30,9,008095,Siting and measurement quality classification for temperature,17,Code table
10,30,10,008096,Siting and measurement quality classification for precipitation,7,Code table
11,30,11,008094,Method used to calculate the average daily temperature,2,Code table
12,30,12,004001,Year,2021.0,a
13,30,13,004002,Month,10.0,mon
14,30,14,004003,Day,31.0,d
15,30,15,004023,Time period or displacement,0.0,d
16,30,16,004004,Hour,18.0,h
17,30,17,004005,Minute,0.0,min
18,30,18,004006,Second,1.0,s
19,30,19,204008,Operator,,
20,30,20,031021,Associated field significance,5,Code table
21,30,21,,Associated field,0,
22,30,22,013060,Total accumulated precipitation,0.0,kg m-2
23,30,23,204000,Operator,,
24,30,24,004023,Time period or displacement,0.0,d
25,30,25,004004,Hour,18.0,h
26,30,26,004005,Minute,0.0,min
27,30,27,004006,Second,1.0,s
28,30,28,204008,Operator,,
29,30,29,031021,Associated field significance,5,Code table
30,30,30,,Associated field,6,
31,30,31,013012,Depth of fresh snow (depth of snowfall),,m
32,30,32,204000,Operator,,
33,30,33,004023,Time period or displacement,0.0,d
34,30,34,004004,Hour,18.0,h
35,30,35,004005,Minute,0.0,min
36,30,36,004006,Second,0.0,s
37,30,37,204008,Operator,,
38,30,38,031021,Associated field significance,5,Code table
39,30,39,,Associated field,6,
40,30,40,013013,Total snow depth (snow depth),,m
41,30,41,204000,Operator,,
42,30,42,007032,Height of sensor above local ground (or deck of marine platform),2.0,m
43,30,43,004023,Time period or displacement,0.0,d
44,30,44,004004,Hour,18.0,h
45,30,45,004005,Minute,0.0,min
46,30,46,004006,Second,1.0,s
47,30,47,008023,First-order statistics,2.0,Code table
48,30,48,204008,Operator,,
49,30,49,031021,Associated field significance,5.0,Code table
50,30,50,,Associated field,0.0,
51,30,51,012101,Temperature/air temperature,302.45,K
52,30,52,204000,Operator,,
53,30,53,004023,Time period or displacement,0.0,d
54,30,54,004004,Hour,6.0,h
55,30,55,004005,Minute,0.0,min
56,30,56,004006,Second,1.0,s
57,30,57,008023,First-order statistics,3.0,Code table
58,30,58,204008,Operator,,
59,30,59,031021,Associated field significance,5.0,Code table
60,30,60,,Associated field,0.0,
61,30,61,012101,Temperature/air temperature,296.65000000000003,K
62,30,62,204000,Operator,,
63,30,63,004023,Time period or displacement,0.0,d
64,30,64,004004,Hour,10.0,h
65,30,65,004005,Minute,0.0,min
66,30,66,004006,Second,1.0,s
67,30,67,008023,First-order statistics,4.0,Code table
68,30,68,204008,Operator,,
69,30,69,031021,Associated field significance,5.0,Code table
70,30,70,,Associated field,0.0,
71,30,71,012101,Temperature/air temperature,299.75,K
72,30,72,204000,Operator,,
73,30,73,008023,First-order statistics,,Code table
